city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total_price,date,payment_method,cost_of_goods_sold,gross_income,rating
Mandalay,Member,Female,Sports and travel,23.08,6,6.9239999999999995,145.404,1/24/2019,Ewallet,138.48,6.9239999999999995,4.9
Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,1/8/2019,Credit card,98.2,4.91,6.4
Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,1/8/2019,Credit card,129.66,6.483,8.0
Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,Cash,635.6,31.78,4.3
Naypyitaw,Member,Male,Sports and travel,72.88,2,7.287999999999999,153.048,3/13/2019,Cash,145.76,7.287999999999999,6.1
Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2/15/2019,Cash,201.3,10.065,7.5
Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,1/25/2019,Cash,631.71,31.5855,6.7
Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.54400000000004,3/12/2019,Ewallet,385.28,19.264,5.2
Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.615,3/4/2019,Cash,486.3,24.315,8.8
Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683000000000003,539.3430000000001,2/10/2019,Cash,513.66,25.683000000000003,9.5
Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,Cash,473.4,23.67,7.6
Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,1/29/2019,Cash,436.85,21.8425,6.6
Yangon,Member,Female,Sports and travel,27.04,4,5.4079999999999995,113.568,1/1/2019,Ewallet,108.16,5.4079999999999995,6.9
Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.437999999999999,261.198,1/6/2019,Ewallet,248.76,12.437999999999999,4.3
Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.5310000000001,2/19/2019,Credit card,626.22,31.311,7.8
Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,1/12/2019,Ewallet,975.0,48.75,8.0
Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2/7/2019,Ewallet,483.28,24.164,9.6
Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.80799999999999,3/27/2019,Credit card,96.96,4.848,4.3
Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,Credit card,197.7,9.885,5.0
Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,1/6/2019,Cash,724.23,36.2115,9.2
Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,3/2/2019,Cash,795.51,39.7755,6.3
Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,3/29/2019,Cash,502.39,25.1195,8.9
Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,1/31/2019,Ewallet,172.0,8.6,7.6
Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,1/21/2019,Cash,68.98,3.449,4.8
Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.247999999999999,131.208,1/20/2019,Ewallet,124.96,6.247999999999999,9.1
Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,1/17/2019,Ewallet,77.1,3.855,6.1
Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2/28/2019,Cash,483.72,24.186,9.1
Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,3/19/2019,Ewallet,302.12,15.106,8.3
Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2019,Ewallet,698.67,34.9335,7.2
Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2/4/2019,Ewallet,124.65,6.2325,6.0
Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,1/31/2019,Ewallet,789.6,39.48,8.5
Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,Credit card,178.4,8.92,6.6
Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,3/28/2019,Ewallet,500.22,25.011,4.5
Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,Credit card,35.82,1.791,8.1
Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,Credit card,136.14,6.807,7.2
Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,1/18/2019,Credit card,104.88,5.244,6.1
Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.86599999999999,2/2/2019,Cash,178.92,8.946,7.1
Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,1/18/2019,Cash,815.67,40.7835,5.1
Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.617999999999999,138.97799999999998,3/18/2019,Credit card,132.36,6.617999999999999,7.9
Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,1/11/2019,Cash,257.39,12.8695,7.4
Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.02799999999999,2/4/2019,Ewallet,93.36,4.668,7.4
Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2/6/2019,Cash,228.0,11.4,6.6
Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,1/8/2019,Credit card,166.71,8.3355,5.9
Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,3/5/2019,Credit card,697.4,34.87,8.9
Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.49199999999996,3/16/2019,Ewallet,389.04,19.452,6.8
Mandalay,Member,Female,Home and lifestyle,52.18,7,18.262999999999998,383.523,3/9/2019,Cash,365.26,18.262999999999998,9.3
Yangon,Member,Female,Fashion accessories,22.32,4,4.4639999999999995,93.744,3/1/2019,Credit card,89.28,4.4639999999999995,4.4
Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2/28/2019,Ewallet,168.0,8.4,4.8
Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2/8/2019,Ewallet,19.7,0.985,9.5
Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558000000000003,557.7180000000001,1/24/2019,Ewallet,531.16,26.558000000000003,8.9
Mandalay,Member,Male,Food and beverages,53.72,1,2.6860000000000004,56.406000000000006,3/1/2019,Ewallet,53.72,2.6860000000000004,6.4
Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,3/10/2019,Credit card,819.5,40.975,6.0
Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,Credit card,568.4,28.42,8.1
Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,1/29/2019,Ewallet,587.6,29.38,9.0
Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.1039999999999,1/12/2019,Ewallet,732.48,36.624,6.0
Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,3/20/2019,Cash,845.64,42.282,9.8
Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,3/23/2019,Cash,389.27,19.4635,8.5
Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,Ewallet,84.83,4.2415,8.8
Yangon,Member,Female,Sports and travel,71.63,2,7.162999999999999,150.423,2/12/2019,Ewallet,143.26,7.162999999999999,8.8
Yangon,Member,Male,Home and lifestyle,37.69,2,3.7689999999999997,79.149,2/20/2019,Ewallet,75.38,3.7689999999999997,9.5
Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.028,1/2/2019,Credit card,253.36,12.668,5.6
Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2/2/2019,Cash,38.42,1.921,8.6
Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,1/8/2019,Credit card,652.3,32.615,5.2
Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,Credit card,52.65,2.6325,5.8
Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,Credit card,110.61,5.5305,8.0
Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,1/15/2019,Cash,568.61,28.4305,9.0
Mandalay,Member,Female,Fashion accessories,22.32,4,4.4639999999999995,93.744,3/14/2019,Ewallet,89.28,4.4639999999999995,4.1
Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,Credit card,136.4,6.82,8.6
Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,Ewallet,174.2,8.71,7.0
Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,Ewallet,366.4,18.32,8.4
Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,1/25/2019,Ewallet,254.61,12.7305,7.4
Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.2360000000001,3/9/2019,Credit card,778.32,38.916,6.2
Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2/17/2019,Ewallet,285.92,14.296,4.9
Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,1/11/2019,Cash,579.12,28.956,4.5
Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2/27/2019,Ewallet,188.5,9.425,5.6
Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.638,3/25/2019,Ewallet,221.56,11.078,8.0
Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2/11/2019,Credit card,772.0,38.6,5.6
Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,1/31/2019,Credit card,721.3,36.065,4.2
Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,1/20/2019,Ewallet,511.04,25.552,9.9
Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,3/26/2019,Ewallet,53.45,2.6725,7.6
Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,Credit card,222.0,11.1,6.6
Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.8639999999999,3/5/2019,Ewallet,763.68,38.184,4.7
Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.58900000000003,1/5/2019,Credit card,228.18,11.409,9.8
Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.24700000000001,2/13/2019,Cash,82.14,4.107,6.3
Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.68800000000005,3/16/2019,Cash,382.56,19.128,7.9
Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,Cash,68.58,3.429,7.7
Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.26800000000003,2/26/2019,Ewallet,382.16,19.108,4.5
Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,Credit card,601.09,30.0545,8.0
Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,Ewallet,475.93,23.7965,5.7
Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.6210000000000004,55.041000000000004,2/6/2019,Credit card,52.42,2.6210000000000004,6.3
Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.865,1/17/2019,Cash,131.3,6.565,6.0
Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,1/22/2019,Credit card,144.3,7.215,8.0
Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,3/5/2019,Credit card,457.17,22.8585,4.2
Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.04899999999999,1/3/2019,Cash,93.38,4.669,9.6
Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,3/20/2019,Cash,126.25,6.3125,6.1
Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,Ewallet,790.83,39.5415,5.6
Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,Cash,174.4,8.72,8.3
Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.99199999999996,2/11/2019,Ewallet,379.04,18.952,7.8
Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.150999999999996,2/5/2019,Credit card,30.62,1.531,4.1
Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,3/3/2019,Cash,352.08,17.604,8.8
Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,Ewallet,50.8,2.54,4.1
Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2/4/2019,Credit card,522.06,26.103,9.0
Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2/19/2019,Ewallet,575.12,28.756,5.5
Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,1/23/2019,Credit card,54.95,2.7475,9.3
Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,1/14/2019,Credit card,181.41,9.0705,5.6
Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,Ewallet,412.37,20.6185,9.7
Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,Credit card,46.41,2.3205,4.0
Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,Credit card,274.2,13.71,9.2
Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,1/15/2019,Credit card,973.7,48.685,4.9
Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,Credit card,648.2,32.41,9.3
Yangon,Normal,Female,Electronic accessories,46.61,2,4.6610000000000005,97.881,2/26/2019,Credit card,93.22,4.6610000000000005,6.6
Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,Ewallet,54.36,2.718,4.3
Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,1/24/2019,Cash,60.87,3.0435,5.5
Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.145,2/22/2019,Cash,244.9,12.245,8.1
Mandalay,Normal,Male,Health and beauty,92.78,1,4.638999999999999,97.419,3/15/2019,Credit card,92.78,4.638999999999999,9.8
Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2/11/2019,Ewallet,433.45,21.6725,9.4
Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,1/12/2019,Ewallet,138.06,6.903,7.9
Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,3/3/2019,Ewallet,241.6,12.08,5.1
Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,Ewallet,471.73,23.5865,6.9
Yangon,Member,Female,Fashion accessories,48.96,9,22.031999999999996,462.67199999999997,3/4/2019,Cash,440.64,22.031999999999996,8.0
Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,Cash,680.31,34.0155,8.0
Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494000000000002,325.374,3/17/2019,Cash,309.88,15.494000000000002,4.2
Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,1/16/2019,Credit card,186.36,9.318,8.5
Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.96599999999998,1/8/2019,Cash,200.92,10.046,9.0
Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,1/14/2019,Cash,17.75,0.8875,8.6
Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,1/31/2019,Ewallet,621.8,31.09,6.0
Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,3/15/2019,Ewallet,86.0,4.3,6.2
Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,Credit card,402.6,20.13,5.0
Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2/8/2019,Credit card,324.85,16.2425,6.5
Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,3/22/2019,Cash,95.15,4.7575,6.0
Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,1/24/2019,Cash,388.96,19.448,5.0
Mandalay,Normal,Female,Food and beverages,53.21,8,21.284000000000002,446.964,3/14/2019,Ewallet,425.68,21.284000000000002,5.0
Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904000000000002,333.98400000000004,1/23/2019,Cash,318.08,15.904000000000002,9.2
Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,1/19/2019,Ewallet,271.04,13.552,9.6
Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.87199999999996,1/27/2019,Credit card,384.64,19.232,8.4
Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2/3/2019,Credit card,235.8,11.79,6.0
Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,Ewallet,211.56,10.578,6.7
Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.12799999999999,2/24/2019,Credit card,95.36,4.768,4.1
Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2/7/2019,Cash,10.17,0.5085,5.9
Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,Cash,206.13,10.3065,8.7
Mandalay,Member,Female,Sports and travel,60.08,7,21.028000000000002,441.588,2/14/2019,Credit card,420.56,21.028000000000002,4.5
Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.44200000000001,1/29/2019,Credit card,88.04,4.402,6.6
Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,Credit card,648.99,32.4495,7.7
Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,Credit card,123.84,6.192,8.5
Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,3/24/2019,Cash,649.5,32.475,5.2
Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,1/1/2019,Credit card,742.2,37.11,4.3
Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,1/24/2019,Cash,84.48,4.224,7.6
Mandalay,Normal,Male,Health and beauty,62.57,4,12.514000000000001,262.79400000000004,2/25/2019,Cash,250.28,12.514000000000001,9.5
Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,1/9/2019,Cash,94.8,4.74,4.1
Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2/14/2019,Ewallet,91.3,4.565,9.2
Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,3/12/2019,Ewallet,285.11,14.2555,5.4
Yangon,Normal,Male,Fashion accessories,52.38,1,2.6189999999999998,54.998999999999995,3/26/2019,Cash,52.38,2.6189999999999998,5.8
Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,1/9/2019,Ewallet,192.7,9.635,5.6
Mandalay,Normal,Male,Sports and travel,44.63,6,13.389000000000001,281.16900000000004,1/2/2019,Credit card,267.78,13.389000000000001,5.1
Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,1/15/2019,Cash,558.7,27.935,5.8
Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.08599999999998,1/1/2019,Ewallet,175.32,8.766,5.0
Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,Cash,155.82,7.791,7.9
Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,Cash,60.3,3.015,6.0
Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,3/2/2019,Credit card,78.94,3.947,5.0
Naypyitaw,Member,Female,Food and beverages,14.87,2,1.4869999999999999,31.226999999999997,2/13/2019,Credit card,29.74,1.4869999999999999,8.9
Yangon,Normal,Male,Fashion accessories,21.32,1,1.0659999999999998,22.386,1/26/2019,Cash,21.32,1.0659999999999998,5.9
Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,1/30/2019,Credit card,281.34,14.067,5.9
Yangon,Member,Male,Electronic accessories,73.26,1,3.6630000000000003,76.923,1/27/2019,Ewallet,73.26,3.6630000000000003,9.7
Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499000000000002,1/30/2019,Credit card,22.38,1.119,8.6
Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,1/8/2019,Cash,655.92,32.796,4.0
Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,Cash,594.6,29.73,4.2
Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,1/25/2019,Cash,74.1,3.705,9.2
Yangon,Normal,Female,Fashion accessories,98.48,2,9.847999999999999,206.808,2/19/2019,Ewallet,196.96,9.847999999999999,9.2
Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,Ewallet,372.33,18.6165,5.0
Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2/25/2019,Ewallet,527.9,26.395,10.0
Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,Ewallet,479.75,23.9875,8.8
Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2/16/2019,Cash,328.59,16.4295,4.2
Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,1/1/2019,Cash,168.96,8.448,6.3
Yangon,Member,Female,Home and lifestyle,28.31,4,5.662000000000001,118.902,3/7/2019,Cash,113.24,5.662000000000001,8.2
Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.81699999999995,2/15/2019,Cash,345.54,17.277,5.1
Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,1/23/2019,Cash,428.67,21.4335,5.0
Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2/20/2019,Ewallet,86.27,4.3135,7.0
Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,1/8/2019,Ewallet,25.52,1.276,7.8
Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.0760000000000005,106.596,3/17/2019,Credit card,101.52,5.0760000000000005,4.3
Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,1/12/2019,Cash,357.49,17.8745,7.0
Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,1/8/2019,Cash,238.77,11.9385,6.6
Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,Ewallet,101.43,5.0715,7.3
Mandalay,Member,Male,Sports and travel,90.53,8,36.211999999999996,760.452,3/15/2019,Credit card,724.24,36.211999999999996,6.5
Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,1/17/2019,Ewallet,125.64,6.282,4.9
Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,1/8/2019,Credit card,72.93,3.6465,4.3
Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,1/6/2019,Ewallet,258.36,12.918,9.3
Yangon,Member,Male,Food and beverages,24.82,7,8.687000000000001,182.42700000000002,2/16/2019,Credit card,173.74,8.687000000000001,7.1
Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,3/13/2019,Ewallet,56.5,2.825,9.6
Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,1/28/2019,Cash,214.3,10.715,6.2
Yangon,Member,Male,Sports and travel,89.06,6,26.718000000000004,561.078,1/18/2019,Cash,534.36,26.718000000000004,9.9
Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,3/19/2019,Credit card,93.16,4.658,5.9
Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,3/15/2019,Ewallet,522.08,26.104,6.3
Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2/12/2019,Cash,52.35,2.6175,4.0
Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,Cash,39.75,1.9875,6.1
Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,3/21/2019,Credit card,720.16,36.008,4.5
Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,Ewallet,96.8,4.84,8.6
Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,1/8/2019,Ewallet,332.1,16.605,6.0
Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,3/30/2019,Credit card,81.44,4.072,9.5
Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2/20/2019,Credit card,319.9,15.995,9.9
Yangon,Member,Female,Home and lifestyle,34.42,6,10.325999999999999,216.84599999999998,3/30/2019,Ewallet,206.52,10.325999999999999,7.5
Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,3/19/2019,Cash,166.68,8.334,7.6
Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.01300000000003,1/13/2019,Cash,319.06,15.953,5.0
Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2/5/2019,Ewallet,87.9,4.395,6.7
Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,3/23/2019,Ewallet,734.7,36.735,9.5
Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,3/13/2019,Ewallet,97.52,4.876,6.8
Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,3/17/2019,Ewallet,769.2,38.46,5.6
Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2/21/2019,Cash,418.3,20.915,7.2
Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2/7/2019,Cash,463.28,23.164,8.1
Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,3/2/2019,Credit card,462.45,23.1225,8.6
Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,3/6/2019,Cash,141.9,7.095,9.4
Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2/6/2019,Credit card,302.7,15.135,8.9
Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,1/28/2019,Credit card,793.28,39.664,4.2
Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,1/18/2019,Ewallet,425.18,21.259,5.0
Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2/5/2019,Cash,283.62,14.181,8.8
Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,3/2/2019,Cash,599.2,29.96,5.3
Yangon,Member,Male,Food and beverages,35.04,9,15.767999999999999,331.12800000000004,2/9/2019,Ewallet,315.36,15.767999999999999,4.6
Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.73800000000006,1/14/2019,Credit card,403.56,20.178,7.5
Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.193999999999999,193.074,2/9/2019,Ewallet,183.88,9.193999999999999,5.1
Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,3/26/2019,Credit card,138.65,6.9325,4.2
Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,1/28/2019,Cash,80.71,4.0355,8.1
Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832000000000001,122.47200000000001,2/14/2019,Ewallet,116.64,5.832000000000001,6.0
Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.675999999999998,329.19599999999997,3/24/2019,Cash,313.52,15.675999999999998,7.9
Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2/9/2019,Credit card,846.1,42.305,8.8
Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,3/24/2019,Credit card,414.4,20.72,6.6
Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.03400000000002,3/27/2019,Ewallet,159.08,7.954,6.2
Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,1/27/2019,Credit card,490.1,24.505,4.2
Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,3/27/2019,Credit card,87.45,4.3725,7.3
